Player,Season,Age,Tm,Lg,WS,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS/48,OBPM,DBPM,BPM,VORP
Kemba Walker,2016-17,26,CHO,NBA,8.1,79,79,2739,21.3,0.415,0.248,1.8,10.6,6.2,29.1,1.6,0.7,9.5,29.2,113,111,5.9,2.2,0.142,5.3,-1.7,3.6,3.9
Mike Conley,2018-19,31,MEM,NBA,8,70,70,2342,21.4,0.38,0.363,1.9,9.7,5.7,33.4,2,0.9,9.1,27.3,117,111,5.7,2.3,0.164,4.8,-1.3,3.4,3.2
Derrick Favors,2017-18,26,UTA,NBA,8,77,77,2153,18.8,0.09,0.306,10.6,18.5,14.6,7.8,1.3,3.2,9.9,18.5,119,104,4.5,3.5,0.179,0.5,2.2,2.7,2.5
Blake Griffin,2018-19,29,DET,NBA,8,75,75,2622,21,0.389,0.41,4,20.1,11.8,27.1,1,0.9,13.8,30.2,113,110,5.1,2.9,0.147,4.2,0.4,4.6,4.4
Klay Thompson,2015-16,25,GSW,NBA,8,80,80,2666,18.6,0.469,0.159,1.5,10.3,6.2,9.8,1.1,1.4,8.5,26.3,112,107,5.5,2.6,0.144,2.9,-2.2,0.7,1.8
Myles Turner,2016-17,20,IND,NBA,8,81,81,2541,18.5,0.132,0.349,6.2,19.6,13,6.6,1.5,5.9,9.5,19.5,115,105,4.3,3.7,0.151,-0.3,2.6,2.4,2.8
Jimmy Butler,2018-19,29,TOT,NBA,7.9,65,65,2185,20.2,0.213,0.404,6,10.5,8.3,18,2.7,1.4,8.2,22.3,121,110,5.4,2.5,0.173,2.6,0.6,3.2,2.9
Derrick Favors,2018-19,27,UTA,NBA,7.9,76,70,1766,21.8,0.126,0.368,12.9,21.3,17.2,8,1.5,4.8,10.5,19.4,124,103,4.4,3.5,0.215,1.1,3.2,4.3,2.8
Jonas Valanciunas,2016-17,24,TOR,NBA,7.9,80,80,2066,20.1,0.003,0.309,12.4,29.1,20.8,4.4,0.9,2.6,11.7,19.5,120,105,4.9,3,0.183,-0.5,-0.1,-0.6,0.7
Danny Green,2014-15,27,SAS,NBA,7.8,81,80,2312,16.5,0.619,0.172,2.7,13.9,8.4,10.3,2.2,2.8,10.5,17.5,114,100,4,3.9,0.163,2.8,2.2,5,4.1
Al Horford,2017-18,31,BOS,NBA,7.8,72,72,2277,17.6,0.3,0.159,5,20.2,12.7,23.6,0.9,2.9,14.1,18.4,115,103,4,3.8,0.165,1.1,2.9,4,3.5
Jusuf Nurkic,2018-19,24,POR,NBA,7.8,72,72,1974,23.4,0.035,0.442,13.4,26.7,20.2,17.9,1.7,4.2,14.6,24.7,116,105,4.4,3.3,0.189,1.6,3.6,5.1,3.5
John Wall,2014-15,24,WAS,NBA,7.8,79,79,2837,19.9,0.186,0.31,1.5,12.8,7.3,46.3,2.5,1.3,18.7,26.1,105,102,3.6,4.2,0.132,2.4,1.1,3.5,3.9
Marvin Williams,2015-16,29,CHO,NBA,7.8,81,81,2338,16.8,0.506,0.193,5.9,18.6,12.2,7.6,1.2,2.7,7.1,16.8,118,104,4.7,3.2,0.161,1.7,1,2.7,2.7
Jarrett Allen,2018-19,20,BRK,NBA,7.7,80,80,2096,18.5,0.079,0.489,9.6,24,16.8,7.9,1,4.5,13,15.9,123,106,4.4,3.3,0.175,-0.7,3.2,2.5,2.4
Andre Drummond,2014-15,21,DET,NBA,7.7,82,82,2502,21.4,0.002,0.38,18.3,30.1,24,3.9,1.5,4.8,9.7,22,107,100,3.4,4.3,0.147,-1.2,1.1,-0.2,1.2
Marc Gasol,2016-17,32,MEM,NBA,7.7,74,74,2531,20.3,0.231,0.286,2.6,18.8,10.5,24.8,1.4,3.7,11.3,26.4,111,106,4.2,3.5,0.145,2.1,2.2,4.2,4
Blake Griffin,2016-17,27,LAC,NBA,7.7,61,61,2076,22.6,0.116,0.434,6.2,20.2,13.4,24.5,1.4,0.9,10.9,28,115,108,5.4,2.4,0.179,3.2,1.3,4.4,3.4
Jeff Teague,2014-15,26,ATL,NBA,7.7,73,72,2228,20.6,0.233,0.36,1.6,7.7,4.7,37.9,2.9,1.2,16.6,25.3,111,104,5,2.8,0.166,2.5,-0.7,1.8,2.1
Bradley Beal,2018-19,25,WAS,NBA,7.6,82,82,3028,20.8,0.37,0.278,3.1,11.7,7.4,24.1,1.9,1.6,11,28.4,113,114,5.9,1.7,0.12,3.9,-1.1,2.8,3.7
Darren Collison,2017-18,30,IND,NBA,7.6,69,64,2018,18.8,0.321,0.226,2.1,7.8,5,26.4,2.3,0.7,10.9,17.4,126,110,5.8,1.8,0.181,3.1,-1,2.2,2.1
DeMarcus Cousins,2016-17,26,TOT,NBA,7.6,72,72,2465,25.8,0.253,0.468,7,29.2,18.2,25.8,2,3.4,13.5,36.5,107,105,3.9,3.8,0.149,3.9,2.6,6.6,5.3
Joe Ingles,2017-18,30,UTA,NBA,7.6,82,81,2578,14.4,0.646,0.116,1.1,13.9,7.6,22.9,1.8,0.7,17.4,15.9,115,106,4,3.6,0.141,2.1,1,3.1,3.3
Enes Kanter,2017-18,25,NYK,NBA,7.6,71,71,1830,24,0.003,0.258,16.6,30.6,23.6,9.4,1,1.7,13.3,21.8,122,108,5.5,2.1,0.198,2.4,0.1,2.5,2.1
CJ McCollum,2016-17,25,POR,NBA,7.6,80,80,2796,19.9,0.305,0.204,2.4,9.1,5.7,18,1.3,1.2,9.9,27.5,114,113,6.2,1.4,0.131,3.2,-2.3,1,2.1
Domantas Sabonis,2018-19,22,IND,NBA,7.6,74,5,1838,21.9,0.024,0.416,11.5,29.8,20.8,18.2,1.3,1.5,16.2,23.5,118,104,4.3,3.3,0.197,1.5,2.2,3.7,2.6
Jonas Valanciunas,2017-18,25,TOR,NBA,7.6,77,77,1727,22.5,0.108,0.307,12.1,30.3,21.4,7.5,0.8,3.2,12.9,22.7,120,103,4.6,3,0.21,0.7,0.8,1.5,1.5
Goran Dragic,2016-17,30,MIA,NBA,7.5,73,73,2459,19.8,0.257,0.335,2.8,9.9,6.3,29,1.8,0.4,14.1,27.1,112,109,5,2.6,0.147,3.4,-0.7,2.7,2.9
Al Horford,2018-19,32,BOS,NBA,7.5,68,68,1973,20.2,0.281,0.131,6.5,18.3,12.4,21.2,1.4,3.9,11.8,18.9,122,107,4.5,2.9,0.181,2.1,2.7,4.8,3.4
Kyle Korver,2014-15,33,ATL,NBA,7.5,75,75,2418,14.8,0.748,0.197,0.7,13.3,7.2,12.1,1.1,1.5,14.1,14.4,122,106,5,2.4,0.148,3.1,0.2,3.3,3.3
Greg Monroe,2015-16,25,MIL,NBA,7.5,79,67,2314,21.8,0.001,0.327,10.9,23.4,17.2,13.2,1.6,2.5,10.7,23.5,113,106,5,2.4,0.155,1.3,0.2,1.5,2.1
Dwight Powell,2018-19,27,DAL,NBA,7.5,77,22,1662,20.4,0.261,0.523,9.1,17.3,13.2,10.7,1.3,2.6,10.1,17.2,135,110,5.6,1.9,0.215,2.8,1.2,4,2.5
Andre Drummond,2015-16,22,DET,NBA,7.4,81,81,2666,21.2,0.006,0.553,15.6,34.2,24.5,4.4,2.3,3.2,10.5,24.1,103,98,2,5.5,0.133,-2.1,1.6,-0.5,1
Kemba Walker,2018-19,28,CHO,NBA,7.4,82,82,2863,21.7,0.434,0.267,1.9,11.9,6.8,29.4,1.7,1,10.1,31.5,112,114,5.5,1.9,0.123,5.1,-1.7,3.3,3.9
Jae Crowder,2015-16,25,BOS,NBA,7.3,73,73,2308,15.8,0.446,0.294,3.2,14.2,8.6,8.9,2.7,1.2,8.3,18.5,113,102,3.8,3.5,0.152,1.5,1.3,2.8,2.8
Marcin Gortat,2015-16,31,WAS,NBA,7.3,75,74,2256,19,0.001,0.271,10.8,26.3,18.4,7.5,1,3.4,12.4,18.9,114,104,4.2,3.1,0.156,-0.5,1.7,1.2,1.8
Jerami Grant,2018-19,24,OKC,NBA,7.3,80,77,2612,13.8,0.356,0.269,3.7,13.1,8.2,4.2,1.1,3.2,6.8,15.4,119,108,4,3.3,0.134,-0.6,0.9,0.3,1.5
Tristan Thompson,2016-17,25,CLE,NBA,7.3,78,78,2336,15.3,0.007,0.487,13.9,19.6,16.9,4.6,0.8,2.9,10.8,11.3,128,109,5,2.3,0.149,0,1.5,1.5,2
LaMarcus Aldridge,2016-17,31,SAS,NBA,7.2,72,72,2335,18.6,0.053,0.258,8.5,16.6,12.7,9.9,1,3,7.7,24.5,111,104,3.5,3.7,0.149,-0.3,1.3,1,1.8
Anthony Davis,2015-16,22,NOP,NBA,7.2,61,61,2164,25,0.095,0.379,6.4,26.4,16.1,10,1.8,4.7,8.4,29.6,110,104,4.4,2.8,0.16,1,1.2,2.2,2.3
Taj Gibson,2017-18,32,MIN,NBA,7.2,82,82,2726,15.4,0.047,0.251,8.1,16.7,12.4,5.2,1.1,1.9,9.8,14.7,123,112,5.4,1.7,0.126,0.9,0.2,1.1,2.1
LeBron James,2018-19,34,LAL,NBA,7.2,55,55,1937,25.6,0.299,0.382,3.1,21.3,12.4,39.4,1.7,1.4,13.3,31.6,114,108,4.7,2.6,0.179,6.2,1.9,8.1,4.9
Dirk Nowitzki,2014-15,36,DAL,NBA,7.2,77,77,2282,19.2,0.258,0.272,2.1,19.9,11,10.4,0.9,1.2,6.5,24.9,113,107,5.2,2,0.152,1.7,-1,0.7,1.5
Zach Randolph,2014-15,33,MEM,NBA,7.2,71,71,2304,19.5,0.021,0.32,11.2,25.8,18.5,11.4,1.6,0.5,12.8,24.3,107,101,3.4,3.8,0.149,0.4,1.1,1.5,2
Giannis Antetokounmpo,2015-16,21,MIL,NBA,7.1,80,79,2823,18.8,0.108,0.404,4.6,20,12.4,20,1.7,3.4,14.8,22.3,109,106,4.2,2.9,0.121,1,1.5,2.4,3.2
Derrick Favors,2015-16,24,UTA,NBA,7.1,62,59,1983,21.6,0.005,0.313,10,19.6,14.8,8.9,2,3.9,10.1,23.9,111,101,3.8,3.4,0.173,0.4,2.3,2.7,2.3
Pau Gasol,2015-16,35,CHI,NBA,7.1,72,72,2291,21.7,0.069,0.29,7.3,28.7,18.2,21.7,0.9,4.7,12.8,24.6,107,101,3.2,3.9,0.149,0.5,3.5,4,3.5
Paul George,2016-17,26,IND,NBA,7.1,75,75,2689,20.2,0.368,0.277,2.5,17.9,10.3,16.1,2.2,0.9,12.7,28.9,109,108,3.9,3.1,0.126,3.1,-0.3,2.8,3.2
Tobias Harris,2018-19,26,TOT,NBA,7.1,82,82,2847,17.2,0.313,0.245,2.6,20.8,12,12.5,0.8,1,9.8,22.8,114,111,4.5,2.6,0.12,1.1,-0.6,0.5,1.8
Jrue Holiday,2017-18,27,NOP,NBA,7.1,81,81,2927,17.8,0.286,0.191,2.4,10.8,6.8,24.9,2,1.7,13.6,23.1,110,109,4.2,2.9,0.116,1.8,0.3,2.1,3
DeAndre Jordan,2018-19,30,TOT,NBA,7.1,69,69,2047,19,0,0.592,11.7,35.2,23.5,11.6,1,3,21.4,15,122,106,4,3.1,0.167,-0.9,3.3,2.4,2.3
Kyle Lowry,2014-15,28,TOR,NBA,7.1,70,70,2414,19.3,0.375,0.299,2.6,13.1,7.8,32.4,2.3,0.4,12.8,25.4,110,107,5.1,2,0.141,4.2,-0.6,3.6,3.4
Jayson Tatum,2017-18,19,BOS,NBA,7.1,80,80,2438,15.3,0.29,0.309,2.3,15.6,9,8.3,1.7,2,10.7,19.5,111,103,3,4,0.139,-0.5,1.5,1,1.8
Klay Thompson,2016-17,26,GSW,NBA,7.1,78,78,2649,17.4,0.47,0.158,2.2,9.2,5.9,9.3,1.2,1.2,8,26.1,111,108,4.2,2.9,0.129,2.4,-2.1,0.3,1.5
Eric Bledsoe,2014-15,25,PHO,NBA,7,81,81,2800,18.4,0.26,0.422,2.8,13.9,8.3,27.9,2.3,1.2,18.1,23.7,107,106,4.1,2.9,0.119,1.7,0.9,2.6,3.3
DeMarre Carroll,2014-15,28,ATL,NBA,7,70,69,2189,15.9,0.466,0.277,5.3,13.8,9.7,8.3,2.2,0.7,9.3,16.9,117,104,4.3,2.8,0.154,2.4,0.5,2.9,2.7
Ty Lawson,2014-15,27,DEN,NBA,7,75,75,2665,18.5,0.221,0.392,1.6,8.1,4.7,43,1.7,0.3,14.6,20.6,113,111,6,1,0.126,2.7,-2.1,0.5,1.7
Brook Lopez,2014-15,26,BRK,NBA,7,72,44,2100,22.7,0.01,0.278,11.5,17.1,14.3,4.5,1.1,4.8,8.6,26.3,112,105,4.7,2.2,0.159,0.5,-0.3,0.2,1.1
Nikola Vucevic,2014-15,24,ORL,NBA,7,74,74,2529,21.5,0.005,0.181,10.4,26,18.1,11,1.1,1.7,10.2,26,109,106,4.5,2.5,0.133,0.7,-0.1,0.5,1.6
D.J. Augustin,2018-19,31,ORL,NBA,6.9,81,81,2269,15.7,0.459,0.309,1.9,7.8,4.8,26.9,1.1,0.1,14.3,17.2,122,112,5,1.9,0.146,1.7,-2,-0.3,1
Bradley Beal,2017-18,24,WAS,NBA,6.9,82,82,2977,18.4,0.357,0.249,2.3,11.5,6.9,21,1.6,1.1,11.5,27.6,109,110,4.4,2.5,0.112,2.7,-1,1.7,2.7
Andre Iguodala,2016-17,33,GSW,NBA,6.9,76,0,1998,14.3,0.427,0.246,3,13.1,8.3,16.7,1.8,1.5,11.2,11.2,129,105,4.1,2.9,0.167,1.3,1.7,3,2.5
Reggie Jackson,2015-16,25,DET,NBA,6.9,79,79,2424,19.6,0.268,0.271,2.5,9.1,5.7,36.3,1.2,0.3,13.8,29.1,109,108,4.9,1.9,0.136,3.9,-1.6,2.3,2.6
Khris Middleton,2017-18,26,MIL,NBA,6.9,82,82,2982,17.4,0.32,0.285,1.8,15,8.4,17.7,2,0.6,11.8,24.6,111,111,4.6,2.3,0.111,1.6,-1.2,0.4,1.8
Jonas Valanciunas,2015-16,23,TOR,NBA,6.9,60,59,1557,22.6,0,0.397,13.8,26.3,20.1,4.8,0.8,4.2,11.9,20.9,120,102,4.5,2.4,0.211,0.7,0.4,1.1,1.2
Thaddeus Young,2018-19,30,IND,NBA,6.9,81,81,2489,16.2,0.174,0.161,8.7,14.4,11.7,12,2.4,1.3,12,18,113,106,3,3.9,0.133,0.8,2.1,2.9,3.1
Bam Adebayo,2018-19,21,MIA,NBA,6.8,82,28,1913,17.9,0.031,0.465,9.2,24,16.6,14.2,1.8,3,17.1,15.8,120,104,3.4,3.4,0.171,-0.6,3.6,3,2.4
Bojan Bogdanovic,2018-19,29,IND,NBA,6.8,81,81,2573,16.1,0.367,0.29,1.5,12.7,7.2,9.5,1.3,0,10.2,22.4,114,110,3.9,2.8,0.126,1.4,-1.4,0,1.3
Darren Collison,2018-19,31,IND,NBA,6.8,76,76,2143,16.7,0.294,0.288,1.9,9.9,6,29.9,2.5,0.4,14.4,17.7,118,108,3.9,2.9,0.153,1.2,0,1.2,1.8
Mike Conley,2014-15,27,MEM,NBA,6.8,70,70,2225,18.6,0.314,0.282,1.5,9.2,5.4,28,2.1,0.5,13.6,23.7,110,104,4.2,2.7,0.147,3.2,-0.5,2.7,2.6
Goran Dragic,2014-15,28,TOT,NBA,6.8,78,78,2640,17.4,0.258,0.234,3.5,8.2,5.9,22.8,1.5,0.5,13.5,21.8,112,110,5.4,1.4,0.123,2.5,-1.4,1.1,2.1
Danilo Gallinari,2016-17,28,DEN,NBA,6.8,63,63,2134,17.4,0.432,0.516,2,14.7,8.4,9.1,0.9,0.5,8.2,20,126,115,6.2,0.7,0.154,2.9,-2.1,0.8,1.5
Marcin Gortat,2016-17,32,WAS,NBA,6.8,82,82,2556,15.4,0.003,0.236,10.6,26.8,18.7,6.8,0.8,2,13.8,14.7,117,108,3.9,2.9,0.127,-0.9,1.2,0.3,1.5
Tobias Harris,2016-17,24,DET,NBA,6.8,82,48,2567,16.9,0.295,0.213,2.6,15.6,8.8,8.8,1.2,1.3,7.6,21.7,113,108,4,2.8,0.128,1,0.1,1.2,2
Dwight Howard,2017-18,32,CHO,NBA,6.8,81,81,2463,20.5,0.008,0.639,11,33.8,22.2,7.1,1,4.4,15.1,24.2,108,104,2.9,3.9,0.132,-2,1.7,-0.3,1.1
Greg Monroe,2014-15,24,DET,NBA,6.8,69,57,2137,21.2,0,0.394,11.2,25.1,17.9,11.7,1.9,1.3,13,23.9,110,103,4,2.8,0.153,0.6,1.3,1.9,2.1
Dirk Nowitzki,2015-16,37,DAL,NBA,6.8,75,75,2364,19,0.308,0.252,2.4,20.3,11.4,10.1,1.1,1.8,6.4,25.5,110,106,4.2,2.6,0.138,1.2,-0.3,0.9,1.7
Tristan Thompson,2014-15,23,CLE,NBA,6.8,82,15,2194,15.6,0,0.508,14.5,19.7,17.2,2.7,0.8,2.2,12.2,14,121,106,4.7,2.1,0.148,-0.3,-0.3,-0.6,0.8
Russell Westbrook,2018-19,30,OKC,NBA,6.8,73,73,2630,21.1,0.279,0.306,4.1,28.3,15.8,46.5,2.5,1.1,16.3,30.9,105,103,1.8,5,0.124,2.5,3.9,6.5,5.6
Harrison Barnes,2014-15,22,GSW,NBA,6.7,82,82,2318,13.4,0.328,0.229,5.6,15.1,10.5,6.9,1.3,0.6,9,14.9,116,104,3.7,3,0.139,0.5,0.6,1.1,1.8
Willie Cauley-Stein,2018-19,25,SAC,NBA,6.7,81,81,2213,18,0.003,0.343,8.2,23.7,15.8,12.3,2,2,9,17.5,118,108,3.8,2.9,0.146,-0.2,2.2,2,2.3
Jae Crowder,2016-17,26,BOS,NBA,6.7,72,72,2335,14.9,0.547,0.301,2.3,17.3,9.9,10.1,1.6,0.8,8.9,17,118,108,4.1,2.5,0.137,1.4,0.2,1.6,2.1
Ed Davis,2015-16,26,POR,NBA,6.7,81,0,1684,18.7,0,0.605,14.4,24.2,19.3,7.7,1.7,3.3,13,12.7,128,104,4.4,2.3,0.192,0.8,2.5,3.3,2.3
Andre Drummond,2016-17,23,DET,NBA,6.7,81,81,2409,20.9,0.008,0.39,15.1,36.2,25.2,6,2.6,3.1,12.5,22.4,104,99,1.4,5.3,0.133,-2.1,2.9,0.9,1.8
Tobias Harris,2017-18,25,TOT,NBA,6.7,80,80,2668,17.1,0.364,0.177,2.4,15.7,9,11.8,1.3,1.1,7.4,23.3,112,110,4.2,2.5,0.12,1.5,-0.8,0.7,1.8
Nikola Jokic,2015-16,20,DEN,NBA,6.7,80,55,1733,21.5,0.14,0.317,11.4,24.7,17.9,18.1,2.3,2.3,13.2,19.9,118,104,4.5,2.2,0.185,2.6,2.2,4.8,3
Brook Lopez,2018-19,30,MIL,NBA,6.7,81,81,2322,14.6,0.651,0.169,1.5,15,8.7,5.7,1,6.5,8.9,16.7,113,103,2.3,4.3,0.138,-0.2,2.9,2.7,2.8
Khris Middleton,2014-15,23,MIL,NBA,6.7,79,58,2378,15.6,0.308,0.18,2.3,14.3,8.4,12.7,2.6,0.4,10.8,19.9,109,102,3.2,3.5,0.135,0.9,0.5,1.4,2
J.J. Redick,2014-15,30,LAC,NBA,6.7,78,78,2409,16.2,0.488,0.216,1,6.6,3.9,9,0.8,0.3,8.5,21,118,111,5.8,0.9,0.134,3.4,-2.7,0.7,1.6
J.J. Redick,2015-16,31,LAC,NBA,6.7,75,75,2097,17.5,0.478,0.233,0.5,6.6,3.6,8.6,1,0.2,7.4,22.6,118,109,5.3,1.4,0.154,3.5,-2.7,0.8,1.5
Lou Williams,2017-18,31,LAC,NBA,6.7,79,19,2589,20.2,0.387,0.367,1.7,6.6,4.2,26.3,1.6,0.6,13.1,29.8,112,113,5.5,1.2,0.125,3.8,-2.9,1,2
Trevor Ariza,2014-15,29,HOU,NBA,6.6,82,82,2930,12.7,0.61,0.157,2.9,14.4,8.6,11.1,2.6,0.5,12.7,16.5,107,103,2.7,3.9,0.108,0.6,1.3,1.9,2.9
Tobias Harris,2015-16,23,TOT,NBA,6.6,76,74,2513,16.2,0.269,0.273,4.1,18.6,11.2,10.6,1.3,1.3,9.8,19.3,112,107,4.1,2.5,0.126,0.7,0.4,1,1.9
Dwight Howard,2015-16,30,HOU,NBA,6.6,71,71,2280,18.9,0.01,0.79,11.4,29.1,20.2,7,1.5,4.1,17,18.4,111,104,3.5,3.1,0.138,-1.1,1.8,0.6,1.5
Kyle Lowry,2018-19,32,TOR,NBA,6.6,65,65,2213,16.5,0.613,0.263,2.1,12.9,7.6,34.8,2,1.2,18.1,19.6,115,108,3.6,3,0.144,2.5,0.6,3.1,2.8
CJ McCollum,2017-18,26,POR,NBA,6.6,81,81,2923,17,0.316,0.166,2,9.9,6,15.8,1.3,1,8.6,26.5,108,109,3.7,2.9,0.108,1.4,-1,0.4,1.8
Chris Paul,2018-19,33,HOU,NBA,6.6,58,58,1857,19.7,0.493,0.282,2.1,13.9,7.9,39.3,3,0.8,15.8,22.5,118,109,4.4,2.2,0.172,2.9,0.2,3,2.4
Dwight Powell,2017-18,26,DAL,NBA,6.6,79,25,1672,18.8,0.195,0.43,8.7,21.3,14.7,8.5,2,1.7,10.3,15.5,129,107,4.6,2.1,0.191,1.1,1.6,2.7,2
Julius Randle,2017-18,23,LAL,NBA,6.6,82,49,2190,19.9,0.05,0.47,8.9,22.8,15.9,15.8,0.9,1.7,16.3,25.3,112,107,4,2.6,0.145,0.4,0.6,0.9,1.6
J.J. Redick,2017-18,33,PHI,NBA,6.6,70,70,2116,15.9,0.523,0.248,0.5,8.3,4.5,15.1,0.8,0.2,9.6,21.7,119,110,4.8,1.8,0.15,2.6,-2.6,0,1.1
Dario Saric,2017-18,23,PHI,NBA,6.6,78,73,2310,15.8,0.448,0.233,7.5,16.4,12.1,13,1.1,0.7,13.1,20.9,113,107,3.8,2.8,0.137,1.6,-0.2,1.4,2
Lou Williams,2014-15,28,TOR,NBA,6.6,80,0,2016,19.9,0.482,0.426,1.4,7.3,4.3,13.6,2.3,0.4,8.4,27,114,109,5.4,1.1,0.157,4,-3.1,0.9,1.5
Steven Adams,2016-17,23,OKC,NBA,6.5,80,80,2389,16.5,0.002,0.392,13,15.4,14.2,5.4,1.8,2.6,16,16.2,114,107,3.3,3.1,0.13,-0.7,1.2,0.6,1.5
Steven Adams,2015-16,22,OKC,NBA,6.5,80,80,2014,15.5,0,0.46,12.5,16.1,14.4,4.3,1,3.3,14.1,12.6,123,105,4.2,2.3,0.155,0.8,1.3,2.1,2.1
Malcolm Brogdon,2018-19,26,MIL,NBA,6.5,64,64,1832,17.8,0.326,0.203,3.8,11.7,8,16.2,1.2,0.6,10,20.7,121,108,4.2,2.3,0.171,1.9,-0.3,1.5,1.6
Tyler Zeller,2014-15,25,BOS,NBA,6.5,82,59,1731,18.9,0,0.3,9.1,20.5,14.7,10.8,0.5,2.3,9.8,19.6,119,105,4.5,2,0.179,0.4,0.4,0.9,1.2
Carmelo Anthony,2015-16,31,NYK,NBA,6.4,72,72,2530,20.3,0.237,0.308,4.3,19.5,12,21.9,1.3,1.1,10.6,29.7,107,107,3.9,2.5,0.121,2.8,-0.2,2.6,2.9
Chris Bosh,2015-16,31,MIA,NBA,6.4,53,53,1778,20.2,0.289,0.349,3.2,21.1,12.4,12.1,1,1.5,8.1,24.7,114,104,4.1,2.3,0.172,2.3,-0.3,2.1,1.8
Luol Deng,2015-16,30,MIA,NBA,6.4,74,73,2394,15,0.344,0.258,5.3,15.4,10.5,9,1.6,0.9,8.9,17.4,112,105,3.5,2.8,0.128,1.3,0.6,1.9,2.3
Pau Gasol,2016-17,36,SAS,NBA,6.4,64,39,1627,20.2,0.172,0.305,7.6,26.8,17.4,14.7,0.8,3.5,10.6,21.3,116,102,3.3,3.1,0.19,0.9,2.8,3.7,2.4
Rudy Gobert,2015-16,23,UTA,NBA,6.4,61,60,1932,17.5,0,0.799,12.6,27.7,20.2,7.4,1.2,5.9,19.2,14.2,112,99,2.6,3.8,0.16,-1.1,4.8,3.7,2.8
Enes Kanter,2014-15,22,TOT,NBA,6.4,75,74,2135,20.3,0.048,0.252,14.6,20.5,17.6,4.8,0.9,1.1,12.3,24.7,111,106,4.3,2.1,0.145,0.2,-2.3,-2.1,-0.1
Kevin Love,2017-18,29,CLE,NBA,6.4,59,59,1651,22.4,0.453,0.365,7,29.8,18.6,9.8,1.3,1.2,9.6,25.1,120,109,4.7,1.6,0.185,2.7,-1.5,1.3,1.4
Kevin Love,2016-17,28,CLE,NBA,6.4,60,60,1885,21.1,0.449,0.34,8.9,29.3,19.5,9.8,1.4,0.9,10.9,26.4,114,107,4,2.4,0.163,1.7,-0.9,0.8,1.3
Paul Millsap,2016-17,31,ATL,NBA,6.4,69,67,2343,17.8,0.248,0.417,5.3,19.5,12.5,17.9,1.9,2.3,12.1,24.4,108,104,2.6,3.8,0.132,0.5,2.1,2.7,2.7
Ed Davis,2014-15,25,LAL,NBA,6.3,79,24,1840,20,0,0.403,13.3,23.1,18,8.3,1.4,4.3,9.5,14.8,124,107,4.6,1.6,0.164,1.1,1.9,3,2.3
DeMar DeRozan,2018-19,29,SAS,NBA,6.3,77,77,2688,19.6,0.034,0.336,2.2,16.4,9.4,27.6,1.6,1.1,11.7,27.9,110,111,3.6,2.6,0.112,0.4,0.5,0.9,2
Danilo Gallinari,2015-16,27,DEN,NBA,6.3,53,53,1839,19,0.341,0.617,3.1,14,8.5,11.8,1.1,0.8,8,23,120,111,5.5,0.9,0.165,2.9,-1.8,1.2,1.5
Al Horford,2016-17,30,BOS,NBA,6.3,68,68,2193,17.7,0.302,0.169,4.9,18.6,11.8,24.4,1.2,3.2,11.8,19.7,114,107,3.6,2.7,0.138,1,2,3.1,2.8
Myles Turner,2018-19,22,IND,NBA,6.3,74,74,2119,18,0.251,0.258,5.4,22,13.9,8,1.4,8.4,10.3,20,110,101,1.9,4.4,0.144,-1.4,4.7,3.3,2.8
Hassan Whiteside,2018-19,29,MIA,NBA,6.3,72,53,1674,23.5,0.024,0.357,16.3,35.6,25.9,5.6,1.3,7.3,11,22.6,112,99,2.3,4,0.18,-2.2,3,0.8,1.2
Cody Zeller,2015-16,23,CHO,NBA,6.3,73,60,1774,16.1,0.023,0.531,8.4,19.7,14,6.3,1.6,2.9,11.2,15.4,119,102,3.6,2.7,0.169,-1,2,1,1.3
Kyle Anderson,2017-18,24,SAS,NBA,6.2,74,67,1978,15.9,0.13,0.333,4.7,17.6,11.1,14.7,2.9,2.5,15.8,13.5,114,101,2.4,3.8,0.151,-0.3,4.3,4.1,3
Giannis Antetokounmpo,2014-15,20,MIL,NBA,6.2,81,71,2541,14.8,0.056,0.445,4.5,19.7,12.2,13.1,1.5,2.8,15.6,19.6,105,101,2.2,4,0.117,-1.7,2.1,0.5,1.6
Will Barton,2017-18,27,DEN,NBA,6.2,81,40,2683,16.2,0.411,0.22,3,14.2,8.6,18.5,1.5,1.6,11.7,20.7,113,112,4.4,1.8,0.111,1.6,-0.6,1,2
Joel Embiid,2017-18,23,PHI,NBA,6.2,63,63,1912,22.9,0.203,0.442,8.4,29.7,19.4,18,1,4.8,15.6,33.4,106,100,2.3,3.8,0.155,0.1,2.5,2.6,2.2
George Hill,2015-16,29,IND,NBA,6.2,74,73,2524,13.2,0.425,0.203,2.5,10.3,6.5,15.5,1.6,0.5,11.1,15.8,112,106,3.4,2.8,0.118,1.1,0.5,1.5,2.2
Brook Lopez,2015-16,27,BRK,NBA,6.2,73,73,2457,21.7,0.012,0.348,9.2,17.2,13.1,10.8,1.2,4.1,11.6,27.3,109,109,4.5,1.7,0.121,1.1,0.2,1.3,2.1
Ian Mahinmi,2015-16,29,IND,NBA,6.2,71,71,1816,16.6,0,0.502,8.3,22.1,15.3,8.9,1.8,3.3,15.5,15.7,114,100,2.9,3.3,0.163,-0.9,3.3,2.4,2
